Entity,Code,Year,Fossil fuels per capita (kWh),Nuclear per capita (kWh - equivalent),Renewables per capita (kWh - equivalent),Total
Estonia,EST,2007,54676.508,0,312.40103,54988.90903
Estonia,EST,2008,50285.06,0,441.85562,50726.91562
Estonia,EST,2009,42764.77,0,1196.7966,43961.5666
Estonia,EST,2010,52457.98,0,2402.9731,54860.9531
Estonia,EST,2011,52218.215,0,2659.7996,54878.0146
Estonia,EST,2012,52125.387,0,3327.022,55452.409
Estonia,EST,2013,55911.105,0,2759.5017,58670.6067
Estonia,EST,2014,53134.555,0,3165.2168,56299.7718
Estonia,EST,2015,48602.23,0,3466.9404,52069.1704
Estonia,EST,2016,50157.594,0,3491.5034,53649.0974
Estonia,EST,2017,55323.84,0,4100.0693,59423.9093
Estonia,EST,2018,54179.426,0,4582.5166,58761.9426
Estonia,EST,2019,42246.85,0,4891.1777,47138.0277
Estonia,EST,2020,37198.957,0,6746.3867,43945.3437
Estonia,EST,2021,39355.13,0,6565.309,45920.439
Estonia,EST,2022,40489.754,0,6179.3604,46669.1144
Estonia,EST,2023,35074.23,0,5855.083,40929.313
Estonia,EST,2024,33376.4,0,7299.8696,40676.2696
Europe,,1965,28467.193,94.2085,1682.8351,30244.2366
Europe,,1966,29310.777,120.88828,1816.3981,31248.06338
Europe,,1967,30249.697,138.4175,1790.1422,32178.2567
Europe,,1968,31662.133,158.06534,1893.2667,33713.46504
Europe,,1969,33484.36,190.06897,1906.022,35580.45097
Europe,,1970,35257.188,206.7577,2007.3003,37471.246
Europe,,1971,36260.7,236.179,2019.4639,38516.3429
Europe,,1972,37725.082,322.50302,2048.7102,40096.29522
Europe,,1973,39596.12,367.4317,2060.9365,42024.4882
Europe,,1974,39572.97,448.2854,2210.8735,42232.1289
Europe,,1975,39709.77,595.2294,2199.9736,42504.973
Europe,,1976,41560.7,710.4193,2093.7705,44364.8898
Europe,,1977,42034.43,861.8843,2451.9512,45348.2655
Europe,,1978,43436.21,944.63306,2528.1719,46909.01496
Europe,,1979,44608.363,1052.7148,2618.1743,48279.2521
Europe,,1980,43883.113,1240.7491,2595.2014,47719.0635
Europe,,1981,42908.453,1618.3163,2611.7002,47138.4695
Europe,,1982,42554.63,1793.3022,2527.1667,46875.0989
Europe,,1983,42643.73,2079.9937,2606.4478,47330.1715
Europe,,1984,43246.87,2641.849,2698.194,48586.913
Europe,,1985,41144.24,3111.07,2595.7441,46851.0541
Europe,,1986,41639.6,3289.5217,2541.9495,47471.0712
Europe,,1987,42194.46,3467.2065,2665.3052,48326.9717
Europe,,1988,42111.316,3789.3198,2757.8784,48658.5142
Europe,,1989,41930.21,3935.2668,2504.794,48370.2708
Europe,,1990,42131.082,3881.0312,2560.1611,48572.2743
Europe,,1991,41121.086,3964.116,2600.8577,47686.0597
Europe,,1992,39251.8,3981.0168,2670.8179,45903.6347
Europe,,1993,37414.996,4116.1367,2739.4077,44270.5404
Europe,,1994,35655.99,3997.1392,2789.9084,42443.0376
Europe,,1995,35473.246,4095.2192,2814.1125,42382.5777
Europe,,1996,35732.598,4340.1973,2654.6665,42727.4618
Europe,,1997,34815.652,4376.9023,2776.3394,41968.8937
Europe,,1998,34899.023,4329.167,2903.549,42131.739
Europe,,1999,34658.047,4426.9717,2979.5935,42064.6122
Europe,,2000,34750.125,4492.813,3131.4875,42374.4255
Europe,,2001,35133.887,4616.716,3192.373,42942.976
Europe,,2002,35056.57,4641.188,2969.31,42667.068
Europe,,2003,35774.887,4675.121,2861.3171,43311.3251
Europe,,2004,36005.36,4689.3555,3140.059,43834.7745
Europe,,2005,36036.594,4617.953,3235.735,43890.282
Europe,,2006,36565.1,4606.9087,3288.5996,44460.6083
Europe,,2007,36180.145,4398.7144,3483.9304,44062.7898
Europe,,2008,35785.875,4362.307,3678.5364,43826.7184
Europe,,2009,33142.406,4153.6333,3798.921,41094.9603
Europe,,2010,34309.58,4234.8457,4077.614,42622.0397
Europe,,2011,33832.66,4187.123,4002.9448,42022.7278
Europe,,2012,33342.246,4085.6082,4423.889,41851.7432
Europe,,2013,32584.338,3990.327,4753.5938,41328.2588
Europe,,2014,31222.85,4013.177,4857.845,40093.872
Europe,,2015,30969.598,3951.2185,4952.626,39873.4425
Europe,,2016,31365.486,3828.1826,5046.222,40239.8906
Europe,,2017,31679.53,3803.3647,5089.0303,40571.925
Europe,,2018,31732.924,3783.156,5412.7173,40928.7973
Europe,,2019,30992.918,3754.0962,5513.6235,40260.6377
Europe,,2020,28318.957,3450.2598,5972.467,37741.6838
Europe,,2021,29648.393,3647.9094,6089.4297,39385.7321
Europe,,2022,29361.422,3185.985,6019.2646,38566.6716
Europe,,2023,28346.186,3150.1343,6562.606,38058.9263
Europe,,2024,28620.572,3259.3696,6926.432,38806.3736
European Union (27),,1965,23745.762,34.019356,1610.9285,25390.70986
European Union (27),,1966,24254.816,41.422935,1745.8734,26042.11234
European Union (27),,1967,25033.576,48.672752,1675.1641,26757.41285
European Union (27),,1968,26698.383,55.839046,1699.6487,28453.87075
European Union (27),,1969,28841.375,83.21104,1660.5577,30585.14374
European Union (27),,1970,30740.266,121.297806,1752.6615,32614.22531
European Union (27),,1971,31532.135,157.4634,1731.8091,33421.4075
European Union (27),,1972,32910.336,244.44981,1800.6967,34955.48251
European Union (27),,1973,34634.734,283.64902,1783.147,36701.53002
European Union (27),,1974,33861.06,328.49158,1912.2467,36101.79828
European Union (27),,1975,33271.543,549.8192,1919.2362,35740.5984
European Union (27),,1976,35482.05,640.86707,1675.2649,37798.18197
European Union (27),,1977,35193.297,785.3474,2199.3384,38177.9828
European Union (27),,1978,36443.42,937.7136,2136.8127,39517.9463
European Union (27),,1979,37478.133,1045.7904,2227.2458,40751.1692
European Union (27),,1980,36506.926,1264.5043,2113.3086,39884.7389
European Union (27),,1981,34631.316,1809.3027,2074.658,38515.2767
European Union (27),,1982,33478.383,1969.8586,2028.007,37476.2486
European Union (27),,1983,33116.25,2338.7874,2063.6487,37518.6861
European Union (27),,1984,33424.78,3043.2844,2089.599,38557.6634
European Union (27),,1985,34564.01,3728.1853,2131.0266,40423.2219
European Union (27),,1986,34775.027,4092.746,2018.7836,40886.5566
European Union (27),,1987,35179.062,4250.176,2200.3347,41629.5727
European Union (27),,1988,34957.094,4556.8594,2317.435,41831.3884
European Union (27),,1989,35111.93,4787.201,1909.293,41808.424
European Union (27),,1990,35171.84,4822.4224,2017.0319,42011.2943
European Union (27),,1991,34462.637,4940.073,2102.7483,41505.4583
European Union (27),,1992,33536.91,4930.0894,2188.1409,40655.1403
European Union (27),,1993,32919.81,5063.2407,2251.5535,40234.6042
European Union (27),,1994,32647.475,5036.577,2319.1865,40003.2385
European Union (27),,1995,33517.95,5171.813,2332.157,41021.92
European Union (27),,1996,34518.324,5427.9116,2329.2358,42275.4714
European Union (27),,1997,34064.902,5465.5303,2440.2114,41970.6437
European Union (27),,1998,34270.35,5425.2275,2555.895,42251.4725
European Union (27),,1999,33862.88,5520.321,2566.7761,41949.9771
European Union (27),,2000,33564.45,5585.881,2722.328,41872.659
European Union (27),,2001,33935.49,5729.394,2882.9282,42547.8122
European Union (27),,2002,33887.22,5750.7266,2580.313,42218.2596
European Union (27),,2003,34516.89,5729.0425,2601.2795,42847.212
European Union (27),,2004,34631.53,5811.2036,2872.7913,43315.5249
European Union (27),,2005,34609.324,5668.7266,2886.1826,43164.2332
European Union (27),,2006,34667.96,5612.3936,3070.6846,43351.0382
European Union (27),,2007,34102.37,5308.5625,3294.219,42705.1515
European Union (27),,2008,33461.004,5324.6597,3600.728,42386.3917
European Union (27),,2009,30968.027,4924.2007,3810.731,39702.9587
European Union (27),,2010,31852.51,5047.3687,4317.8438,41217.7225
European Union (27),,2011,30749.47,4916.6743,4267.9326,39934.0769
European Union (27),,2012,29902.146,4734.5854,4782.057,39418.7884
European Union (27),,2013,29220.129,4660.864,5155.957,39036.95
European Union (27),,2014,27726.078,4667.537,5324.9688,37718.5838
European Union (27),,2015,28196.094,4487.0767,5418.476,38101.6467
European Union (27),,2016,28576.105,4336.841,5461.7495,38374.6955
European Union (27),,2017,29304.16,4259.9346,5477.166,39041.2606
European Union (27),,2018,28719.045,4244.9355,5861.853,38825.8335
European Union (27),,2019,27905.375,4234.137,6036.562,38176.074
European Union (27),,2020,24949.436,3769.0264,6496.231,35214.6934
European Union (27),,2021,26495.031,4025.4531,6614.31,37134.7941
European Union (27),,2022,25627.814,3333.1106,6617.9497,35578.8743
European Union (27),,2023,23695.27,3353.3706,7318.1704,34366.811
European Union (27),,2024,23567.24,3518.5144,7769.5137,34855.2681
Finland,FIN,1965,19224.895,0,5692.6357,24917.5307
Finland,FIN,1966,21973.238,0,6293.99,28267.228
Finland,FIN,1967,22546.682,0,7012.394,29559.076
Finland,FIN,1968,25719.963,0,6296.4307,32016.3937
Finland,FIN,1969,30073.047,0,5253.567,35326.614
Finland,FIN,1970,33333.734,0,5743.478,39077.212
Finland,FIN,1971,33606.637,0,6432.7935,40039.4305
Finland,FIN,1972,35783.164,0,6214.565,41997.729
Finland,FIN,1973,39755.21,0,6298.521,46053.731
Finland,FIN,1974,36324.8,0,7523.1216,43847.9216
Finland,FIN,1975,37177.406,0,7198.6636,44376.0696
Finland,FIN,1976,41478.97,0,5573.86,47052.83
Finland,FIN,1977,40818.883,1548.8142,7141.037,49508.7342
Finland,FIN,1978,43716.02,1894.4579,5727.6987,51338.1766
Finland,FIN,1979,45064.152,3903.1875,6337.8755,55305.215
Finland,FIN,1980,44914.56,4053.1267,5938.252,54905.9387
Finland,FIN,1981,38653.47,8428.019,7902.184,54983.673
Finland,FIN,1982,36860.18,9586.899,7532.401,53979.48
Finland,FIN,1983,35272.703,10066.3545,7768.964,53108.0215
Finland,FIN,1984,36872.332,10660.734,7537.862,55070.928
Finland,FIN,1985,39892.79,10724.253,6989.0317,57606.0747
Finland,FIN,1986,40386.742,10700.079,6997.6807,58084.5017
Finland,FIN,1987,42201.15,10987.461,7769.6904,60958.3014
Finland,FIN,1988,41987.57,10904.111,7503.778,60395.459
Finland,FIN,1989,42559.934,10607.424,7290.785,60458.143
Finland,FIN,1990,44149.12,10704.294,9280.447,64133.861
Finland,FIN,1991,43960.363,10809.418,10427.364,65197.145
Finland,FIN,1992,42550.2,10610.563,11391.946,64552.709
Finland,FIN,1993,42846.035,10925.595,11065.631,64837.261
Finland,FIN,1994,46849.676,10605.163,10409.118,67863.957
Finland,FIN,1995,42848.32,10450.004,11078.025,64376.349
Finland,FIN,1996,46502.316,10556.685,10026.09,67085.091
Finland,FIN,1997,45068.883,11291.771,11423.412,67784.066
Finland,FIN,1998,44215.363,11778.839,13784.965,69779.167
Finland,FIN,1999,44008.062,12354.364,11959.002,68321.428
Finland,FIN,2000,43306.504,12063.232,13125.509,68495.245
Finland,FIN,2001,45737.523,12125.907,12052.025,69915.455
Finland,FIN,2002,47297.863,11745.338,11114.449,70157.65
Finland,FIN,2003,52483.133,11881.417,10694.037,75058.587
Finland,FIN,2004,48446.016,11774.913,14124.952,74345.881
Finland,FIN,2005,42560.76,11924.423,12817.831,67303.014
Finland,FIN,2006,48095.793,11629.909,12334.776,72060.478
Finland,FIN,2007,46554.39,11778.895,13111.018,71444.303
Finland,FIN,2008,42099.074,11400.503,14909.633,68409.21
Finland,FIN,2009,39840.15,11565.783,11758.009,63163.942
Finland,FIN,2010,44262.16,11070.512,13082.733,68415.405
Finland,FIN,2011,39869.426,11148.351,13137.611,64155.388
Finland,FIN,2012,35926.254,10942.941,15120.541,61989.736
Finland,FIN,2013,37184.703,11099.976,13737.791,62022.47
Finland,FIN,2014,34170.44,10985.619,14412.535,59568.594
Finland,FIN,2015,32095.36,10739.256,16260.123,59094.739
Finland,FIN,2016,33718.08,10608.559,15521.872,59848.511
Finland,FIN,2017,31899.045,10201.241,16364.369,58464.655
Finland,FIN,2018,32641.625,10279.51,16683.545,59604.68
Finland,FIN,2019,30917.979,10700.252,16663.2,58281.431
Finland,FIN,2020,27167.318,10400.115,18160.797,55728.23
Finland,FIN,2021,26412.746,10489.52,19901.895,56804.161
Finland,FIN,2022,25568.98,11177.458,19696.879,56443.317
Finland,FIN,2023,22446.87,14939.347,20927.71,58313.927
Finland,FIN,2024,21408.75,14166.584,22644.117,58219.451
France,FRA,1965,24726.89,51.08719,2670.037,27448.01419
France,FRA,1966,24744.92,78.78474,2973.3313,27797.03604
France,FRA,1967,26623.951,116.32228,2580.7346,29321.00788
France,FRA,1968,27584.023,171.56989,2862.1506,30617.74349
France,FRA,1969,30215.172,198.5888,2986.6912,33400.452
France,FRA,1970,32342.617,312.20093,3182.854,35837.67193
France,FRA,1971,33533.18,505.21243,2730.634,36769.02643
France,FRA,1972,35315.31,783.29175,2712.9382,38811.53995
France,FRA,1973,38415.246,785.53033,2632.8184,41833.59473
France,FRA,1974,36917.31,778.2366,3068.7427,40764.2893
France,FRA,1975,34127.203,960.9937,3249.3474,38337.5441
France,FRA,1976,37041.207,827.57745,2625.932,40494.71645
France,FRA,1977,36029.023,936.81946,4066.0803,41031.92276
France,FRA,1978,37155.44,1583.1819,3636.947,42375.5689
France,FRA,1979,37795.812,2068.5452,3524.6357,43388.9929
France,FRA,1980,36025.78,3154.2144,3665.6084,42845.6028
France,FRA,1981,32735.576,5392.5386,3782.2336,41910.3482
France,FRA,1982,30923.508,5543.046,3679.1016,40145.6556
France,FRA,1983,29882.604,7300.5884,3603.0303,40786.2227
France,FRA,1984,28934.725,9627.365,3398.9429,41961.0329
France,FRA,1985,28687.236,11222.858,3193.8157,43103.9097
France,FRA,1986,27997.25,12662.784,3206.2969,43866.3309
France,FRA,1987,27843.191,13159.269,3591.5125,44593.9725
France,FRA,1988,27460.799,13578.975,3869.6836,44909.4576
France,FRA,1989,27998.521,14893.738,2386.902,45279.161
France,FRA,1990,27956.107,15308.712,2730.409,45995.228
France,FRA,1991,29979.168,16070.608,2908.523,48958.299
France,FRA,1992,29307.787,16334.413,3445.2537,49087.4537
France,FRA,1993,27864.098,17694.154,3231.8647,48790.1167
France,FRA,1994,26936.553,17240.508,3909.055,48086.116
France,FRA,1995,27639.344,18006.943,3645.5596,49291.8466
France,FRA,1996,28763.46,18905.621,3317.2043,50986.2853
France,FRA,1997,28051.727,18756.854,3225.7659,50034.3469
France,FRA,1998,29623.295,18335.686,3126.3306,51085.3116
France,FRA,1999,29324.879,18534.94,3613.6758,51473.4948
France,FRA,2000,29088.74,19387.283,3319.751,51795.774
France,FRA,2001,28763.24,19417.258,3666.7705,51847.2685
France,FRA,2002,28235.068,19835.195,3002.7852,51073.0482
France,FRA,2003,28614.008,19786.03,2911.813,51311.851
France,FRA,2004,28628.041,19856.81,2921.7368,51406.5878
France,FRA,2005,28304.52,19696.34,2591.2317,50592.0917
France,FRA,2006,27607.334,19399.234,2842.6296,49849.1976
France,FRA,2007,26887.84,18732.166,3096.374,48716.38
France,FRA,2008,26515.484,18469.055,3552.3777,48536.9167
France,FRA,2009,25141.854,17041.4,3375.4377,45558.6917
France,FRA,2010,25442.096,17596.758,3682.4482,46721.3022
France,FRA,2011,23816.281,17982.338,3112.299,44910.918
France,FRA,2012,23621.719,17115.727,3888.9314,44626.3774
France,FRA,2013,23556.992,16829.176,4416.3877,44802.5557
France,FRA,2014,21265.48,17167.889,4215.7295,42649.0985
France,FRA,2015,21758.055,17059.066,4107.176,42924.297
France,FRA,2016,22013.84,15564.648,4344.0054,41922.4934
France,FRA,2017,22336.453,15254.672,4085.6594,41676.7844
France,FRA,2018,21493.436,15678.047,4836.4185,42007.9015
France,FRA,2019,21123.574,15026.023,4814.923,40964.52
France,FRA,2020,18170.242,13256.319,5103.89,36530.451
France,FRA,2021,19619.186,14139.487,5006.1685,38764.8415
France,FRA,2022,18713.715,10926.119,4715.5977,34355.4317
France,FRA,2023,17562.715,12415.686,5653.612,35632.013
France,FRA,2024,17201.344,13943.65,6138.9453,37283.9393
Gabon,GAB,1965,,0,,0
Gabon,GAB,1966,,0,,0
Gabon,GAB,1967,,0,,0
Gabon,GAB,1968,,0,,0
Gabon,GAB,1969,,0,,0
Gabon,GAB,1970,,0,,0
Gabon,GAB,1971,,0,,0
Gabon,GAB,1972,,0,,0
Gabon,GAB,1973,,0,,0
Gabon,GAB,1974,,0,,0
Gabon,GAB,1975,,0,,0
Gabon,GAB,1976,,0,,0
Gabon,GAB,1977,,0,,0
Gabon,GAB,1978,,0,,0
Gabon,GAB,1979,,0,,0
Gabon,GAB,1980,,0,,0
Gabon,GAB,1981,,0,,0
Gabon,GAB,1982,,0,,0
Gabon,GAB,1983,,0,,0
Gabon,GAB,1984,,0,,0
Gabon,GAB,1985,,0,,0
Gabon,GAB,1986,,0,,0
Gabon,GAB,1987,,0,,0
Gabon,GAB,1988,,0,,0
Gabon,GAB,1989,,0,,0
Gabon,GAB,1990,,0,,0
Gabon,GAB,1991,,0,,0
Gabon,GAB,1992,,0,,0
Gabon,GAB,1993,,0,,0
Gabon,GAB,1994,,0,,0
Gabon,GAB,1995,,0,,0
Gabon,GAB,1996,,0,,0
Gabon,GAB,1997,,0,,0
Gabon,GAB,1998,,0,,0
Gabon,GAB,1999,,0,,0
Gabon,GAB,2000,,0,,0
Gabon,GAB,2001,,0,,0
Gabon,GAB,2002,,0,,0
Gabon,GAB,2003,,0,,0
Gabon,GAB,2004,,0,,0
Gabon,GAB,2005,,0,,0
Gabon,GAB,2006,,0,,0
Gabon,GAB,2007,,0,,0
Gabon,GAB,2008,,0,,0
Gabon,GAB,2009,,0,,0
Gabon,GAB,2010,,0,,0
Gabon,GAB,2011,,0,,0
Gabon,GAB,2012,,0,,0
Gabon,GAB,2013,,0,,0
Gabon,GAB,2014,,0,,0
Gabon,GAB,2015,,0,,0
Gabon,GAB,2016,,0,,0
Gabon,GAB,2017,,0,,0
Gabon,GAB,2018,,0,,0
Gabon,GAB,2019,,0,,0
Gabon,GAB,2020,,0,,0
Gabon,GAB,2021,,0,,0
Gabon,GAB,2022,,0,,0
Gabon,GAB,2023,,0,,0
Gabon,GAB,2024,,0,,0
Germany,DEU,1965,38451.215,4.278175,592.80914,39048.30232
Germany,DEU,1966,38172.07,9.608422,635.7512,38817.42962
Germany,DEU,1967,37893.785,44.208687,600.9607,38538.95439
Germany,DEU,1968,40292.03,63.443794,607.0986,40962.57239
Germany,DEU,1969,43174.816,175.94534,488.72247,43839.48381
Germany,DEU,1970,45237.53,230.66127,659.5442,46127.73547
Germany,DEU,1971,45732.293,220.39024,516.98615,46469.66939
Germany,DEU,1972,47013.535,336.00134,506.43634,47855.97268
Germany,DEU,1973,49446.09,425.84607,577.39343,50449.3295
Germany,DEU,1974,48374.285,508.42493,662.7884,49545.49833
Germany,DEU,1975,46276.44,851.9493,646.75946,47775.14876
Germany,DEU,1976,49615.33,1046.8529,541.7784,51203.9613
Germany,DEU,1977,49039.227,1465.7083,674.48395,51179.41925
Germany,DEU,1978,50811.83,1560.1215,705.66516,53077.61666
Germany,DEU,1979,53439.805,1850.6218,711.1664,56001.5932
Germany,DEU,1980,51316.03,1971.6931,754.82477,54042.54787
Germany,DEU,1981,49161.652,2320.467,777.03375,52259.15275
Germany,DEU,1982,47034.395,2637.1885,771.096,50442.6795
Germany,DEU,1983,47769.89,2772.056,726.0044,51267.9504
Germany,DEU,1984,48861.418,3715.0786,723.93005,53300.42665
Germany,DEU,1985,49320.094,4946.018,686.7503,54952.8623
Germany,DEU,1986,49078.688,4651.588,726.06525,54456.34125
Germany,DEU,1987,48989.78,5043.157,781.8379,54814.7749
Germany,DEU,1988,48429.06,5557.2573,777.13745,54763.45475
Germany,DEU,1989,47360.81,5684.1265,711.5276,53756.4641
Germany,DEU,1990,46467.973,5314.539,662.8842,52445.3962
Germany,DEU,1991,45084.17,5098.7314,610.56366,50793.46506
Germany,DEU,1992,43217.203,5450.1963,710.02686,49377.42616
Germany,DEU,1993,42862.914,5232.6147,731.2832,48826.8119
Germany,DEU,1994,42267.324,5136.131,793.37573,48196.83073
Germany,DEU,1995,42214.67,5218.924,863.4605,48297.0545
Germany,DEU,1996,43496.85,5457.179,792.51556,49746.54456
Germany,DEU,1997,42441.98,5742.632,837.6734,49022.2854
Germany,DEU,1998,42455.77,5473.458,912.236,48841.464
Germany,DEU,1999,41539.562,5781.6265,1020.99207,48342.18057
Germany,DEU,2000,41465.652,5759.7017,1329.5045,48554.8582
Germany,DEU,2001,42233.83,5775.611,1381.8119,49391.2529
Germany,DEU,2002,41527.062,5502.9985,1637.8962,48667.9567
Germany,DEU,2003,41468.637,5477.358,1690.9417,48636.9367
Germany,DEU,2004,41012.3,5515.1147,2098.5361,48625.9508
Germany,DEU,2005,40321.598,5341.796,2399.4644,48062.8584
Germany,DEU,2006,41132.637,5476.929,2868.2349,49477.8009
Germany,DEU,2007,39534.62,4597.3843,3511.12,47643.1243
Germany,DEU,2008,39771.332,4839.695,3628.9636,48239.9906
Germany,DEU,2009,37294.395,4375.7466,3695.8862,45366.0278
Germany,DEU,2010,38778.836,4528.357,4005.2004,47312.3934
Germany,DEU,2011,37506.168,3459.3809,4636.8154,45602.3643
Germany,DEU,2012,37724.914,3167.9639,5292.822,46185.6999
Germany,DEU,2013,38836.906,3070.3193,5500.856,47408.0813
Germany,DEU,2014,36413.2,3037.1035,5811.5796,45261.8831
Germany,DEU,2015,36320.945,2831.108,6542.7573,45694.8103
Germany,DEU,2016,36982.324,2569.4648,6492.84,46044.6288
Germany,DEU,2017,37570.305,2296.0505,7250.198,47116.5535
Germany,DEU,2018,36010.805,2267.8428,7434.1646,45712.8124
Germany,DEU,2019,34323.883,2223.8115,7920.2847,44467.9792
Germany,DEU,2020,31199.562,1900.8889,8283.994,41384.4449
Germany,DEU,2021,32845.434,2034.3845,7699.3833,42579.2018
Germany,DEU,2022,31390.996,1014.2059,8268.65,40673.8519
Germany,DEU,2023,28160.324,208.1547,8764.478,37132.9567
Germany,DEU,2024,28390.643,0,8949.748,37340.391
Greece,GRC,1965,9010.013,0,261.1083,9271.1213
Greece,GRC,1966,9502.862,0,560.0886,10062.9506
Greece,GRC,1967,10454.943,0,532.75903,10987.70203
Greece,GRC,1968,10907.785,0,435.88397,11343.66897
Greece,GRC,1969,11277.521,0,652.59955,11930.12055
Greece,GRC,1970,12410.929,0,837.0379,13247.9669
Greece,GRC,1971,14884.523,0,838.3567,15722.8797
Greece,GRC,1972,16679.207,0,840.2975,17519.5045
Greece,GRC,1973,19380.682,0,694.3348,20075.0168
Greece,GRC,1974,18814.633,0,730.1336,19544.7666
Greece,GRC,1975,21329.932,0,620.7432,21950.6752
Greece,GRC,1976,23309.252,0,569.7952,23879.0472
Greece,GRC,1977,23864.059,0,575.1858,24439.2448
Greece,GRC,1978,23679.229,0,883.9222,24563.1512
Greece,GRC,1979,20206.984,0,1039.8433,21246.8273
Greece,GRC,1980,19789.797,0,979.791,20769.588
Greece,GRC,1981,19113.76,0,970.21765,20083.97765
Greece,GRC,1982,19177.018,0,1005.50916,20182.52716
Greece,GRC,1983,19510.625,0,655.80426,20166.42926
Greece,GRC,1984,20110.148,0,796.6906,20906.8386
Greece,GRC,1985,21183.16,0,776.29144,21959.45144
Greece,GRC,1986,20995.06,0,890.70465,21885.76465
Greece,GRC,1987,23075.252,0,762.24524,23837.49724
Greece,GRC,1988,24427.748,0,646.06415,25073.81215
Greece,GRC,1989,26565.607,0,516.7875,27082.3945
Greece,GRC,1990,27496.79,0,479.5484,27976.3384
Greece,GRC,1991,27391.326,0,835.7606,28227.0866
Greece,GRC,1992,28000.025,0,593.1326,28593.1576
Greece,GRC,1993,28200.115,0,621.6002,28821.7152
Greece,GRC,1994,28457.674,0,699.9007,29157.5747
Greece,GRC,1995,29113.824,0,941.1662,30054.9902
Greece,GRC,1996,29501.307,0,1152.6241,30653.9311
Greece,GRC,1997,30356.652,0,1024.5714,31381.2234
Greece,GRC,1998,32183.752,0,985.3901,33169.1421
Greece,GRC,1999,31752.95,0,1231.2395,32984.1895
Greece,GRC,2000,33461.043,0,1067.5598,34528.6028
Greece,GRC,2001,33882.312,0,749.6049,34631.9169
Greece,GRC,2002,33598.33,0,904.34204,34502.67204
Greece,GRC,2003,34913.13,0,1474.247,36387.377
Greece,GRC,2004,34815.746,0,1469.6565,36285.4025
Greece,GRC,2005,34715.434,0,1573.0911,36288.5251
Greece,GRC,2006,35301.97,0,1916.2533,37218.2233
Greece,GRC,2007,36695.13,0,1201.5562,37896.6862
Greece,GRC,2008,35621.11,0,1448.7864,37069.8964
Greece,GRC,2009,33545.867,0,2018.1985,35564.0655
Greece,GRC,2010,31251.662,0,2605.6306,33857.2926
Greece,GRC,2011,31283.854,0,2017.3304,33301.1844
Greece,GRC,2012,28959.68,0,2506.9543,31466.6343
Greece,GRC,2013,26211.447,0,3504.9902,29716.4372
Greece,GRC,2014,25066.535,0,3017.8005,28084.3355
Greece,GRC,2015,24930.1,0,3658.0088,28588.1088
Greece,GRC,2016,24597.582,0,3667.4343,28265.0163
Greece,GRC,2017,26350.71,0,3407.0022,29757.7122
Greece,GRC,2018,26019.777,0,3944.3345,29964.1115
Greece,GRC,2019,25374.34,0,3952.0955,29326.4355
Greece,GRC,2020,21329.066,0,4302.1826,25631.2486
Greece,GRC,2021,22849.502,0,5429.4287,28278.9307
Greece,GRC,2022,24258.898,0,5610.1997,29869.0977
Greece,GRC,2023,23371.525,0,6120.9277,29492.4527
Greece,GRC,2024,24934.574,0,6650.1313,31584.7053
Guyana,GUY,1965,,0,,0
Guyana,GUY,1966,,0,,0
Guyana,GUY,1967,,0,,0
Guyana,GUY,1968,,0,,0
Guyana,GUY,1969,,0,,0
Guyana,GUY,1970,,0,,0
Guyana,GUY,1971,,0,,0
Guyana,GUY,1972,,0,,0
Guyana,GUY,1973,,0,,0
Guyana,GUY,1974,,0,,0
Guyana,GUY,1975,,0,,0
Guyana,GUY,1976,,0,,0
Guyana,GUY,1977,,0,,0
Guyana,GUY,1978,,0,,0
Guyana,GUY,1979,,0,,0
Guyana,GUY,1980,,0,,0
Guyana,GUY,1981,,0,,0
Guyana,GUY,1982,,0,,0
Guyana,GUY,1983,,0,,0
Guyana,GUY,1984,,0,,0
Guyana,GUY,1985,,0,,0
Guyana,GUY,1986,,0,,0
Guyana,GUY,1987,,0,,0
Guyana,GUY,1988,,0,,0
Guyana,GUY,1989,,0,,0
Guyana,GUY,1990,,0,,0
Guyana,GUY,1991,,0,,0
Guyana,GUY,1992,,0,,0
Guyana,GUY,1993,,0,,0
Guyana,GUY,1994,,0,,0
Guyana,GUY,1995,,0,,0
Guyana,GUY,1996,,0,,0
Guyana,GUY,1997,,0,,0
Guyana,GUY,1998,,0,,0
Guyana,GUY,1999,,0,,0
Guyana,GUY,2000,,0,,0
Guyana,GUY,2001,,0,,0
Guyana,GUY,2002,,0,,0
Guyana,GUY,2003,,0,,0
Guyana,GUY,2004,,0,,0
Guyana,GUY,2005,,0,,0
Guyana,GUY,2006,,0,,0
Guyana,GUY,2007,,0,,0
Guyana,GUY,2008,,0,,0
Guyana,GUY,2009,,0,,0
Guyana,GUY,2010,,0,,0
Guyana,GUY,2011,,0,,0
Guyana,GUY,2012,,0,,0
Guyana,GUY,2013,,0,,0
Guyana,GUY,2014,,0,,0
Guyana,GUY,2015,,0,,0
Guyana,GUY,2016,,0,,0
Guyana,GUY,2017,,0,,0
Guyana,GUY,2018,,0,,0
Guyana,GUY,2019,,0,,0
Guyana,GUY,2020,,0,,0
Guyana,GUY,2021,,0,,0
Guyana,GUY,2022,,0,,0
Guyana,GUY,2023,,0,,0
Guyana,GUY,2024,,0,,0
High-income countries,,1965,29781.78,67.994835,2092.8105,31942.58534
High-income countries,,1966,30919.662,91.93241,2188.4622,33200.05661
High-income countries,,1967,31878.824,108.96018,2222.1663,34209.95048
